Name,State,Total_Population,Hispanic_Latino,White_Alone,Black_Alone,Asian_Alone,Pacific_Islander_Alone,Total_Housing_Units,State_FIPS,Place_FIPS,Hispanic_Latino_Pct,White_Alone_Pct,Black_Alone_Pct,Asian_Alone_Pct,Pacific_Islander_Alone_Pct
"The Village of Indian Hill city, Ohio",Ohio,6087,135,5239,33,431,0,2228,39,76582,2.22,86.07,0.54,7.08,0.0
"Thornport CDP, Ohio",Ohio,1120,12,1047,4,2,0,662,39,76666,1.07,93.48,0.36,0.18,0.0
"Thornville village, Ohio",Ohio,1087,8,1050,2,0,0,450,39,76680,0.74,96.6,0.18,0.0,0.0
"Tiffin city, Ohio",Ohio,17953,761,15588,567,232,20,8127,39,76778,4.24,86.83,3.16,1.29,0.11
"Tiltonsville village, Ohio",Ohio,1259,14,1165,14,5,0,661,39,76806,1.11,92.53,1.11,0.4,0.0
"Tipp City city, Ohio",Ohio,10274,236,9382,109,135,1,4373,39,76876,2.3,91.32,1.06,1.31,0.01
"Toledo city, Ohio",Ohio,270871,24136,150202,76401,3133,83,132054,39,77000,8.91,55.45,28.21,1.16,0.03
"Toronto city, Ohio",Ohio,5303,50,4836,82,32,7,2591,39,77112,0.94,91.19,1.55,0.6,0.13
"Trenton city, Ohio",Ohio,13021,358,11487,292,90,13,4700,39,77322,2.75,88.22,2.24,0.69,0.1
"Trotwood city, Ohio",Ohio,23070,493,5555,15834,80,10,11741,39,77504,2.14,24.08,68.63,0.35,0.04
"Troy city, Ohio",Ohio,26305,668,22256,1071,797,4,11859,39,77588,2.54,84.61,4.07,3.03,0.02
"Turpin Hills CDP, Ohio",Ohio,5162,110,4622,112,107,0,1987,39,77840,2.13,89.54,2.17,2.07,0.0
"Tuscarawas village, Ohio",Ohio,1035,7,1012,0,0,0,478,39,77924,0.68,97.78,0.0,0.0,0.0
"Twinsburg city, Ohio",Ohio,19248,414,13608,3119,1320,4,8104,39,78050,2.15,70.7,16.2,6.86,0.02
"Uhrichsville city, Ohio",Ohio,5272,92,4876,69,16,1,2441,39,78176,1.75,92.49,1.31,0.3,0.02
"Union city, Ohio",Ohio,6859,159,5931,346,61,0,2877,39,78470,2.32,86.47,5.04,0.89,0.0
"Union City village, Ohio",Ohio,1582,137,1328,41,1,1,743,39,78624,8.66,83.94,2.59,0.06,0.06
"Uniontown CDP, Ohio",Ohio,7173,123,6667,65,45,1,2796,39,78736,1.71,92.95,0.91,0.63,0.01
"University Heights city, Ohio",Ohio,13914,460,9638,2953,314,4,5266,39,78932,3.31,69.27,21.22,2.26,0.03
"Upper Arlington city, Ohio",Ohio,36800,886,31467,352,2409,8,14831,39,79002,2.41,85.51,0.96,6.55,0.02
"Upper Sandusky city, Ohio",Ohio,6698,349,6095,27,31,2,3159,39,79044,5.21,91.0,0.4,0.46,0.03
"Urbana city, Ohio",Ohio,11115,255,9610,465,47,5,5472,39,79072,2.29,86.46,4.18,0.42,0.04
"Urbancrest village, Ohio",Ohio,1031,89,255,599,18,2,379,39,79100,8.63,24.73,58.1,1.75,0.19
"Utica village, Ohio",Ohio,2064,33,1896,15,3,0,943,39,79114,1.6,91.86,0.73,0.15,0.0
"Valley View village, Ohio",Ohio,1897,32,1773,8,24,1,787,39,79268,1.69,93.46,0.42,1.27,0.05
"Vandalia city, Ohio",Ohio,15209,312,12811,1034,237,4,7091,39,79492,2.05,84.23,6.8,1.56,0.03
"Van Wert city, Ohio",Ohio,11092,597,9777,183,49,12,5080,39,79562,5.38,88.14,1.65,0.44,0.11
"Vermilion city, Ohio",Ohio,10659,396,9737,38,32,2,5134,39,79716,3.72,91.35,0.36,0.3,0.02
"Versailles village, Ohio",Ohio,2692,13,2612,3,8,0,1162,39,79912,0.48,97.03,0.11,0.3,0.0
"Wadsworth city, Ohio",Ohio,24007,505,21837,280,299,10,10335,39,80304,2.1,90.96,1.17,1.25,0.04
"Walbridge village, Ohio",Ohio,3011,187,2678,20,4,0,1654,39,80486,6.21,88.94,0.66,0.13,0.0
"Walton Hills village, Ohio",Ohio,2033,25,1731,204,17,0,976,39,80738,1.23,85.15,10.03,0.84,0.0
"Wapakoneta city, Ohio",Ohio,9957,255,9193,49,51,4,4404,39,80766,2.56,92.33,0.49,0.51,0.04
"Warren city, Ohio",Ohio,39201,1104,24268,10844,151,10,18681,39,80892,2.82,61.91,27.66,0.39,0.03
"Warrensville Heights city, Ohio",Ohio,13789,285,421,12559,75,3,6809,39,80990,2.07,3.05,91.08,0.54,0.02
"Washington Court House city, Ohio",Ohio,14401,343,12847,359,135,1,6569,39,81718,2.38,89.21,2.49,0.94,0.01
"Waterville city, Ohio",Ohio,6003,218,5509,44,49,0,2486,39,81858,3.63,91.77,0.73,0.82,0.0
"Wauseon city, Ohio",Ohio,7568,1275,5874,58,51,5,3184,39,81928,16.85,77.62,0.77,0.67,0.07
"Waverly village, Ohio",Ohio,4165,48,3875,41,28,2,2226,39,81935,1.15,93.04,0.98,0.67,0.05
"Waynesville village, Ohio",Ohio,2669,43,2507,10,4,0,1163,39,82418,1.61,93.93,0.37,0.15,0.0
"Wellington village, Ohio",Ohio,4799,147,4353,64,9,0,2159,39,82642,3.06,90.71,1.33,0.19,0.0
"Wellston city, Ohio",Ohio,5412,70,5066,8,14,0,2437,39,82712,1.29,93.61,0.15,0.26,0.0
"Wellsville village, Ohio",Ohio,3113,22,2637,219,3,0,1632,39,82740,0.71,84.71,7.04,0.1,0.0
"West Alexandria village, Ohio",Ohio,1334,9,1239,3,4,0,613,39,82880,0.67,92.88,0.22,0.3,0.0
"West Carrollton city, Ohio",Ohio,13129,696,10049,1496,222,7,6495,39,83090,5.3,76.54,11.39,1.69,0.05
"Westerville city, Ohio",Ohio,39190,1148,31984,2993,1116,3,15872,39,83342,2.93,81.61,7.64,2.85,0.01
"Westfield Center village, Ohio",Ohio,1184,18,1109,2,4,0,530,39,83468,1.52,93.67,0.17,0.34,0.0
"West Hill CDP, Ohio",Ohio,2218,30,1835,185,6,0,1065,39,83541,1.35,82.73,8.34,0.27,0.0
"West Jefferson village, Ohio",Ohio,4137,68,3859,28,20,0,1737,39,83580,1.64,93.28,0.68,0.48,0.0
"West Lafayette village, Ohio",Ohio,2417,27,2310,7,0,0,1041,39,83608,1.12,95.57,0.29,0.0,0.0
"Westlake city, Ohio",Ohio,34228,1157,29020,773,1963,9,15508,39,83622,3.38,84.78,2.26,5.74,0.03
"West Liberty village, Ohio",Ohio,1770,24,1634,9,5,0,846,39,83734,1.36,92.32,0.51,0.28,0.0
"West Milton village, Ohio",Ohio,4697,48,4372,23,14,0,2147,39,83902,1.02,93.08,0.49,0.3,0.0
"Weston village, Ohio",Ohio,1455,168,1180,14,2,0,676,39,83972,11.55,81.1,0.96,0.14,0.0
"West Portsmouth CDP, Ohio",Ohio,2928,54,2757,6,2,0,1374,39,84140,1.84,94.16,0.2,0.07,0.0
"West Salem village, Ohio",Ohio,1430,27,1327,9,0,0,632,39,84196,1.89,92.8,0.63,0.0,0.0
"West Union village, Ohio",Ohio,3004,33,2891,14,4,0,1486,39,84294,1.1,96.24,0.47,0.13,0.0
"West Unity village, Ohio",Ohio,1763,93,1610,5,7,0,790,39,84308,5.28,91.32,0.28,0.4,0.0
"Wetherington CDP, Ohio",Ohio,1381,30,1153,62,106,1,619,39,84528,2.17,83.49,4.49,7.68,0.07
"Wheelersburg CDP, Ohio",Ohio,6531,104,6107,42,38,2,2871,39,84588,1.59,93.51,0.64,0.58,0.03
"Whitehall city, Ohio",Ohio,20127,2793,7639,8091,264,10,8479,39,84742,13.88,37.95,40.2,1.31,0.05
"Whitehouse village, Ohio",Ohio,4990,164,4525,48,22,0,1974,39,84770,3.29,90.68,0.96,0.44,0.0
"White Oak CDP, Ohio",Ohio,19541,421,14110,3000,1091,2,8481,39,84812,2.15,72.21,15.35,5.58,0.01
"Wickliffe city, Ohio",Ohio,12652,289,10731,945,110,0,5967,39,85036,2.28,84.82,7.47,0.87,0.0
"Wilberforce CDP, Ohio",Ohio,2410,17,253,2014,6,0,273,39,85092,0.71,10.5,83.57,0.25,0.0
"Wilkshire Hills CDP, Ohio",Ohio,2940,53,2747,28,8,0,1278,39,85228,1.8,93.44,0.95,0.27,0.0
"Willard city, Ohio",Ohio,6197,1355,4531,79,16,1,2719,39,85232,21.87,73.12,1.27,0.26,0.02
"Williamsburg village, Ohio",Ohio,2570,14,2395,22,9,0,1096,39,85288,0.54,93.19,0.86,0.35,0.0
"Willoughby Hills city, Ohio",Ohio,10019,189,6682,2219,543,2,5134,39,85512,1.89,66.69,22.15,5.42,0.02
"Willowick city, Ohio",Ohio,14204,365,12199,847,127,5,6671,39,85638,2.57,85.88,5.96,0.89,0.04
"Wilmington city, Ohio",Ohio,12664,355,10716,674,128,1,5690,39,85792,2.8,84.62,5.32,1.01,0.01
"Windham village, Ohio",Ohio,1666,32,1375,119,7,0,761,39,85946,1.92,82.53,7.14,0.42,0.0
"Wintersville village, Ohio",Ohio,3765,68,3279,220,29,0,1841,39,86184,1.81,87.09,5.84,0.77,0.0
"Withamsville CDP, Ohio",Ohio,7357,257,6447,180,108,3,3380,39,86254,3.49,87.63,2.45,1.47,0.04
"Wolfhurst CDP, Ohio",Ohio,1119,17,1011,30,2,0,633,39,86282,1.52,90.35,2.68,0.18,0.0
"Woodlawn village, Ohio",Ohio,3916,254,1058,2282,135,0,1984,39,86366,6.49,27.02,58.27,3.45,0.0
"Woodsfield village, Ohio",Ohio,2210,29,2081,5,12,0,1236,39,86436,1.31,94.16,0.23,0.54,0.0
"Woodville village, Ohio",Ohio,2006,153,1775,5,8,0,895,39,86492,7.63,88.48,0.25,0.4,0.0
"Woodworth CDP, Ohio",Ohio,1784,13,1671,53,12,0,918,39,86534,0.73,93.67,2.97,0.67,0.0
"Wooster city, Ohio",Ohio,27232,851,23404,965,539,6,11868,39,86548,3.12,85.94,3.54,1.98,0.02
"Worthington city, Ohio",Ohio,14786,352,12971,431,339,1,6119,39,86604,2.38,87.72,2.91,2.29,0.01
"Wright-Patterson AFB CDP, Ohio",Ohio,1567,163,1025,180,55,5,463,39,86660,10.4,65.41,11.49,3.51,0.32
"Wyoming city, Ohio",Ohio,8756,225,6865,951,243,1,3239,39,86730,2.57,78.4,10.86,2.78,0.01
"Xenia city, Ohio",Ohio,25441,597,19926,2793,174,9,11422,39,86772,2.35,78.32,10.98,0.68,0.04
"Yellow Springs village, Ohio",Ohio,3697,174,2845,324,42,4,1926,39,86940,4.71,76.95,8.76,1.14,0.11
"Youngstown city, Ohio",Ohio,60068,6895,24308,25326,257,24,28675,39,88000,11.48,40.47,42.16,0.43,0.04
"Zanesville city, Ohio",Ohio,24765,442,19763,2088,119,3,12157,39,88084,1.78,79.8,8.43,0.48,0.01
"Willoughby city, Ohio",Ohio,23959,531,20351,1675,465,14,12275,39,85484,2.22,84.94,6.99,1.94,0.06
"Maria Stein CDP, Ohio",Ohio,1067,10,1037,1,0,0,359,39,47586,0.94,97.19,0.09,0.0,0.0
"Mariemont village, Ohio",Ohio,3518,83,3221,24,61,0,1547,39,47600,2.36,91.56,0.68,1.73,0.0
"Marietta city, Ohio",Ohio,13385,283,12041,200,152,3,6472,39,47628,2.11,89.96,1.49,1.14,0.02
"Marion city, Ohio",Ohio,35999,1339,29036,3740,157,8,14539,39,47754,3.72,80.66,10.39,0.44,0.02
"Martins Ferry city, Ohio",Ohio,6260,86,5376,317,10,0,3329,39,48104,1.37,85.88,5.06,0.16,0.0
"Marysville city, Ohio",Ohio,25571,833,21674,952,997,0,9327,39,48160,3.26,84.76,3.72,3.9,0.0
"Mason city, Ohio",Ohio,34792,1554,23636,1461,6398,80,13052,39,48188,4.47,67.94,4.2,18.39,0.23
"Massillon city, Ohio",Ohio,32146,1146,26339,2500,123,6,14777,39,48244,3.56,81.94,7.78,0.38,0.02
"Masury CDP, Ohio",Ohio,2001,29,1865,25,4,0,980,39,48272,1.45,93.2,1.25,0.2,0.0
"Maumee city, Ohio",Ohio,13896,659,12168,301,168,2,6463,39,48342,4.74,87.56,2.17,1.21,0.01
"Mayfield village, Ohio",Ohio,3356,78,2865,181,115,0,1497,39,48468,2.32,85.37,5.39,3.43,0.0
"Mayfield Heights city, Ohio",Ohio,20351,643,13674,3406,1760,1,10749,39,48482,3.16,67.19,16.74,8.65,0.0
"Mechanicsburg village, Ohio",Ohio,1681,22,1553,19,3,0,689,39,48706,1.31,92.39,1.13,0.18,0.0
"Medina city, Ohio",Ohio,26094,871,22737,896,230,5,11333,39,48790,3.34,87.13,3.43,0.88,0.02
"Mentor city, Ohio",Ohio,47450,996,43193,690,784,0,21074,39,49056,2.1,91.03,1.45,1.65,0.0
"Mentor-on-the-Lake city, Ohio",Ohio,7131,175,6299,166,107,3,3496,39,49098,2.45,88.33,2.33,1.5,0.04
"Miami Heights CDP, Ohio",Ohio,5166,38,4893,42,38,1,1906,39,49420,0.74,94.72,0.81,0.74,0.02
"Miamisburg city, Ohio",Ohio,19923,464,17498,789,207,7,8598,39,49434,2.33,87.83,3.96,1.04,0.04
"Miamitown CDP, Ohio",Ohio,1256,51,1079,39,2,0,655,39,49462,4.06,85.91,3.11,0.16,0.0
"Middlebranch CDP, Ohio",Ohio,2117,62,1825,86,12,0,827,39,49588,2.93,86.21,4.06,0.57,0.0
"Middleburg Heights city, Ohio",Ohio,16004,689,13031,348,1410,6,7516,39,49644,4.31,81.42,2.17,8.81,0.04
"Middlefield village, Ohio",Ohio,2748,59,2513,36,26,1,1331,39,49700,2.15,91.45,1.31,0.95,0.04
"Middleport village, Ohio",Ohio,2208,22,2037,65,1,0,1140,39,49756,1.0,92.26,2.94,0.05,0.0
"Middletown city, Ohio",Ohio,50987,4125,36781,6295,469,46,23007,39,49840,8.09,72.14,12.35,0.92,0.09
"Milan village, Ohio",Ohio,1371,46,1259,5,6,0,556,39,50134,3.36,91.83,0.36,0.44,0.0
"Milford city, Ohio",Ohio,6582,134,5963,103,74,2,3413,39,50176,2.04,90.6,1.56,1.12,0.03
"Millbury village, Ohio",Ohio,1193,87,1057,1,0,0,501,39,50260,7.29,88.6,0.08,0.0,0.0
"Millersburg village, Ohio",Ohio,3151,85,2908,17,24,0,1494,39,50372,2.7,92.29,0.54,0.76,0.0
"Mineral Ridge CDP, Ohio",Ohio,3951,129,3560,110,6,1,1674,39,50778,3.26,90.1,2.78,0.15,0.03
"Minerva village, Ohio",Ohio,3684,56,3406,20,12,2,1741,39,50834,1.52,92.45,0.54,0.33,0.05
"Minerva Park village, Ohio",Ohio,2009,109,1297,353,124,3,762,39,50862,5.43,64.56,17.57,6.17,0.15
"Mingo Junction village, Ohio",Ohio,3347,78,2874,135,9,2,1624,39,50904,2.33,85.87,4.03,0.27,0.06
"Minster village, Ohio",Ohio,3046,40,2930,1,19,1,1158,39,50918,1.31,96.19,0.03,0.62,0.03
"Mogadore village, Ohio",Ohio,3811,69,3535,10,13,0,1602,39,51058,1.81,92.76,0.26,0.34,0.0
"Monfort Heights CDP, Ohio",Ohio,12070,201,9813,1278,276,9,5222,39,51212,1.67,81.3,10.59,2.29,0.07
"Monroe city, Ohio",Ohio,15412,526,12791,784,498,9,5641,39,51310,3.41,82.99,5.09,3.23,0.06
"Monroeville village, Ohio",Ohio,1300,26,1231,0,3,1,567,39,51618,2.0,94.69,0.0,0.23,0.08
"Montgomery city, Ohio",Ohio,10853,339,9112,281,715,1,4102,39,51716,3.12,83.96,2.59,6.59,0.01
"Montpelier village, Ohio",Ohio,3942,171,3572,18,42,0,1837,39,51772,4.34,90.61,0.46,1.07,0.0
"Montrose-Ghent CDP, Ohio",Ohio,5254,89,4685,86,169,1,2223,39,51816,1.69,89.17,1.64,3.22,0.02
"Moraine city, Ohio",Ohio,6393,289,4637,924,173,4,3091,39,52010,4.52,72.53,14.45,2.71,0.06
"Moreland Hills village, Ohio",Ohio,3466,94,2968,120,149,0,1396,39,52052,2.71,85.63,3.46,4.3,0.0
"Morgandale CDP, Ohio",Ohio,1139,33,1005,42,8,0,581,39,52178,2.9,88.24,3.69,0.7,0.0
"Morrow village, Ohio",Ohio,2049,75,1824,34,7,0,808,39,52374,3.66,89.02,1.66,0.34,0.0
"Mount Carmel CDP, Ohio",Ohio,4828,196,4246,75,51,0,2148,39,52612,4.06,87.95,1.55,1.06,0.0
"Mount Gilead village, Ohio",Ohio,3503,105,3173,32,14,3,1655,39,52738,3.0,90.58,0.91,0.4,0.09
"Mount Healthy city, Ohio",Ohio,6996,241,2953,3368,39,0,3390,39,52752,3.44,42.21,48.14,0.56,0.0
"Mount Healthy Heights CDP, Ohio",Ohio,2918,136,1415,1046,105,4,1409,39,52780,4.66,48.49,35.85,3.6,0.14
"Mount Orab village, Ohio",Ohio,4347,78,4070,20,11,0,1827,39,52906,1.79,93.63,0.46,0.25,0.0
"Mount Repose CDP, Ohio",Ohio,4648,114,4196,47,63,8,1877,39,53032,2.45,90.28,1.01,1.36,0.17
"Mount Sterling village, Ohio",Ohio,1945,62,1784,4,7,0,884,39,53046,3.19,91.72,0.21,0.36,0.0
"Mount Vernon city, Ohio",Ohio,16956,474,15340,249,97,2,7662,39,53102,2.8,90.47,1.47,0.57,0.01
"Mulberry CDP, Ohio",Ohio,3459,61,3166,57,28,2,1598,39,53270,1.76,91.53,1.65,0.81,0.06
"Munroe Falls city, Ohio",Ohio,5044,89,4393,111,203,2,2158,39,53312,1.76,87.09,2.2,4.02,0.04
"Napoleon city, Ohio",Ohio,8862,954,7495,94,72,1,4095,39,53550,10.77,84.57,1.06,0.81,0.01
"Navarre village, Ohio",Ohio,1846,23,1742,15,6,0,871,39,53690,1.25,94.37,0.81,0.33,0.0
"Nelsonville city, Ohio",Ohio,4612,86,4082,197,13,0,2234,39,53886,1.86,88.51,4.27,0.28,0.0
"New Albany city, Ohio",Ohio,10825,298,8379,517,1042,3,3573,39,53970,2.75,77.4,4.78,9.63,0.03
"Newark city, Ohio",Ohio,49934,1001,43854,1676,370,13,22351,39,54040,2.0,87.82,3.36,0.74,0.03
"Aberdeen village, Ohio",Ohio,1515,27,1394,21,6,0,822,39,00142,1.78,92.01,1.39,0.4,0.0
"Ada village, Ohio",Ohio,5334,191,4713,99,91,0,1979,39,00198,3.58,88.36,1.86,1.71,0.0
"Akron city, Ohio",Ohio,190469,6196,102825,59286,10042,73,92517,39,01000,3.25,53.99,31.13,5.27,0.04
"Alliance city, Ohio",Ohio,21672,534,17344,2062,125,14,9604,39,01420,2.46,80.03,9.51,0.58,0.06
"Amberley village, Ohio",Ohio,3840,68,3173,269,148,1,1433,39,01672,1.77,82.63,7.01,3.85,0.03
"Amelia CDP, Ohio",Ohio,12575,325,11212,223,114,2,5249,39,01742,2.58,89.16,1.77,0.91,0.02
"Amherst city, Ohio",Ohio,12681,807,11126,144,126,3,5378,39,01798,6.36,87.74,1.14,0.99,0.02
"Anna village, Ohio",Ohio,1470,21,1386,11,11,0,587,39,02092,1.43,94.29,0.75,0.75,0.0
"Ansonia village, Ohio",Ohio,1160,19,1088,7,0,9,506,39,02120,1.64,93.79,0.6,0.0,0.78
"Antwerp village, Ohio",Ohio,1676,78,1528,3,0,2,820,39,02204,4.65,91.17,0.18,0.0,0.12
"Apple Creek village, Ohio",Ohio,1188,46,1102,0,2,3,477,39,02232,3.87,92.76,0.0,0.17,0.25
"Apple Valley CDP, Ohio",Ohio,5352,73,4971,46,19,0,2858,39,02266,1.36,92.88,0.86,0.36,0.0
"Arcanum village, Ohio",Ohio,2347,14,2251,11,6,0,1028,39,02330,0.6,95.91,0.47,0.26,0.0
"Archbold village, Ohio",Ohio,4516,704,3645,30,20,0,1986,39,02344,15.59,80.71,0.66,0.44,0.0
"Arlington village, Ohio",Ohio,1492,35,1412,3,0,3,608,39,02400,2.35,94.64,0.2,0.0,0.2
"Ashland city, Ohio",Ohio,19225,433,17445,271,244,19,8939,39,02568,2.25,90.74,1.41,1.27,0.1
"Ashley village, Ohio",Ohio,1198,26,1109,16,3,0,531,39,02582,2.17,92.57,1.34,0.25,0.0
"Ashtabula city, Ohio",Ohio,17975,2234,12657,1527,45,0,8622,39,02638,12.43,70.41,8.5,0.25,0.0
"Ashville village, Ohio",Ohio,4529,71,4089,81,21,0,1891,39,02680,1.57,90.28,1.79,0.46,0.0
"Athens city, Ohio",Ohio,23849,988,18654,2090,971,1,8184,39,02736,4.14,78.22,8.76,4.07,0.0
"Aurora city, Ohio",Ohio,17239,392,15029,528,675,6,7103,39,03086,2.27,87.18,3.06,3.92,0.03
"Austintown CDP, Ohio",Ohio,29594,1169,24272,2633,179,9,14930,39,03184,3.95,82.02,8.9,0.6,0.03
"Avon city, Ohio",Ohio,24847,1197,21149,611,984,1,9208,39,03352,4.82,85.12,2.46,3.96,0.0
"Avon Lake city, Ohio",Ohio,25206,920,22542,276,490,15,10705,39,03464,3.65,89.43,1.09,1.94,0.06
"Bainbridge CDP, Ohio",Ohio,9242,187,8533,149,102,0,3385,39,03585,2.02,92.33,1.61,1.1,0.0
"Ballville CDP, Ohio",Ohio,3823,308,3299,62,24,0,1786,39,03716,8.06,86.29,1.62,0.63,0.0
"Baltimore village, Ohio",Ohio,2981,64,2780,21,6,0,1327,39,03758,2.15,93.26,0.7,0.2,0.0
"Barberton city, Ohio",Ohio,25191,474,21028,1999,127,14,11844,39,03828,1.88,83.47,7.94,0.5,0.06
"Barnesville village, Ohio",Ohio,4008,31,3784,34,12,0,1977,39,03926,0.77,94.41,0.85,0.3,0.0
"Batavia village, Ohio",Ohio,1972,42,1705,97,4,8,744,39,04150,2.13,86.46,4.92,0.2,0.41
"Bay Village city, Ohio",Ohio,16163,436,15019,95,162,1,6466,39,04416,2.7,92.92,0.59,1.0,0.01
"Beachwood city, Ohio",Ohio,14040,354,9515,1954,1644,0,6425,39,04500,2.52,67.77,13.92,11.71,0.0
"Beavercreek city, Ohio",Ohio,46549,1671,38182,1455,2757,17,19980,39,04720,3.59,82.03,3.13,5.92,0.04
"Beckett Ridge CDP, Ohio",Ohio,9192,424,6512,940,796,3,3789,39,04840,4.61,70.84,10.23,8.66,0.03
"Bedford city, Ohio",Ohio,13149,396,5252,6835,103,7,7146,39,04878,3.01,39.94,51.98,0.78,0.05
"Bedford Heights city, Ohio",Ohio,11020,502,1473,8479,104,4,5808,39,04920,4.56,13.37,76.94,0.94,0.04
"Beechwood Trails CDP, Ohio",Ohio,3276,50,2911,73,102,0,1181,39,05013,1.53,88.86,2.23,3.11,0.0
"Bellaire village, Ohio",Ohio,3870,79,3309,221,4,0,2050,39,05074,2.04,85.5,5.71,0.1,0.0
"Bellbrook city, Ohio",Ohio,7317,194,6496,123,142,0,3032,39,05102,2.65,88.78,1.68,1.94,0.0
"Bellefontaine city, Ohio",Ohio,14115,593,11789,534,190,6,6372,39,05130,4.2,83.52,3.78,1.35,0.04
"Bellevue city, Ohio",Ohio,8249,423,7349,55,20,1,3701,39,05228,5.13,89.09,0.67,0.24,0.01
"Bellville village, Ohio",Ohio,1963,24,1824,4,8,2,929,39,05284,1.22,92.92,0.2,0.41,0.1
"Belpre city, Ohio",Ohio,6728,76,6112,114,45,3,3408,39,05424,1.13,90.84,1.69,0.67,0.04
"Berea city, Ohio",Ohio,18545,742,15258,1210,406,5,8174,39,05690,4.0,82.28,6.52,2.19,0.03
"Berlin CDP, Ohio",Ohio,1447,15,1415,1,3,0,596,39,05816,1.04,97.79,0.07,0.21,0.0
"Bethel village, Ohio",Ohio,2620,33,2391,15,2,0,1192,39,06068,1.26,91.26,0.57,0.08,0.0
"Bethesda village, Ohio",Ohio,1211,6,1167,1,0,0,640,39,06138,0.5,96.37,0.08,0.0,0.0
"Beverly village, Ohio",Ohio,1233,14,1150,2,7,0,553,39,06222,1.14,93.27,0.16,0.57,0.0
"Bexley city, Ohio",Ohio,13928,442,11614,832,296,6,4942,39,06278,3.17,83.39,5.97,2.13,0.04
"Blacklick Estates CDP, Ohio",Ohio,8990,531,5120,2533,125,10,3401,39,06670,5.91,56.95,28.18,1.39,0.11
"Blanchester village, Ohio",Ohio,4224,40,3941,14,13,2,1883,39,06908,0.95,93.3,0.33,0.31,0.05
"Blue Ash city, Ohio",Ohio,13394,507,9605,877,1765,2,5851,39,07300,3.79,71.71,6.55,13.18,0.01
"Blue Jay CDP, Ohio",Ohio,1427,32,1311,25,10,1,561,39,07377,2.24,91.87,1.75,0.7,0.07
"Bluffton village, Ohio",Ohio,3967,90,3575,98,37,2,1555,39,07426,2.27,90.12,2.47,0.93,0.05
"Bolindale CDP, Ohio",Ohio,1921,29,1673,100,7,1,970,39,07583,1.51,87.09,5.21,0.36,0.05
"Boston Heights village, Ohio",Ohio,1402,22,1267,23,27,0,536,39,07790,1.57,90.37,1.64,1.93,0.0
"Botkins village, Ohio",Ohio,1155,10,1105,2,9,1,504,39,07832,0.87,95.67,0.17,0.78,0.09
"Bowling Green city, Ohio",Ohio,30808,2176,24831,1664,749,5,12796,39,07972,7.06,80.6,5.4,2.43,0.02
"Bradford village, Ohio",Ohio,1796,15,1705,7,4,1,743,39,08084,0.84,94.93,0.39,0.22,0.06
"Brady Lake CDP, Ohio",Ohio,1222,16,1115,12,1,2,622,39,08168,1.31,91.24,0.98,0.08,0.16
"Bratenahl village, Ohio",Ohio,1430,36,1048,225,55,0,838,39,08336,2.52,73.29,15.73,3.85,0.0
"Brecksville city, Ohio",Ohio,13635,271,12283,103,480,3,5750,39,08364,1.99,90.08,0.76,3.52,0.02
"Bremen village, Ohio",Ohio,1479,17,1382,8,2,0,559,39,08392,1.15,93.44,0.54,0.14,0.0
"Brewster village, Ohio",Ohio,2113,28,1984,10,3,0,904,39,08504,1.33,93.89,0.47,0.14,0.0
"Bridgeport village, Ohio",Ohio,1582,22,1319,108,16,0,909,39,08560,1.39,83.38,6.83,1.01,0.0
"Bridgetown CDP, Ohio",Ohio,14731,304,13195,419,132,2,6207,39,08602,2.06,89.57,2.84,0.9,0.01
"Brilliant CDP, Ohio",Ohio,1317,11,1237,8,0,0,695,39,08812,0.84,93.93,0.61,0.0,0.0
"Brimfield CDP, Ohio",Ohio,3365,64,2945,139,37,0,1343,39,08826,1.9,87.52,4.13,1.1,0.0
"Broadview Heights city, Ohio",Ohio,19936,625,16987,522,1035,0,8466,39,09064,3.14,85.21,2.62,5.19,0.0
"Brookfield Center CDP, Ohio",Ohio,1141,11,1078,18,2,0,579,39,09200,0.96,94.48,1.58,0.18,0.0
"Brooklyn city, Ohio",Ohio,11359,1794,7378,988,651,0,5608,39,09246,15.79,64.95,8.7,5.73,0.0
"Brooklyn Heights village, Ohio",Ohio,1519,65,1351,25,36,0,628,39,09274,4.28,88.94,1.65,2.37,0.0
"Brook Park city, Ohio",Ohio,18595,1148,15332,772,447,1,8123,39,09288,6.17,82.45,4.15,2.4,0.01
"Brookville city, Ohio",Ohio,5989,71,5583,49,74,2,2766,39,09358,1.19,93.22,0.82,1.24,0.03
"Brunswick city, Ohio",Ohio,35426,1160,31659,540,533,2,14714,39,09680,3.27,89.37,1.52,1.5,0.01
"Bryan city, Ohio",Ohio,8729,562,7685,51,88,0,4133,39,09792,6.44,88.04,0.58,1.01,0.0
"Buckeye Lake village, Ohio",Ohio,2520,30,2369,14,8,0,1520,39,09890,1.19,94.01,0.56,0.32,0.0
"Bucyrus city, Ohio",Ohio,11684,165,10916,110,72,3,5777,39,10030,1.41,93.43,0.94,0.62,0.03
"Burlington CDP, Ohio",Ohio,2416,48,2065,187,2,0,1165,39,10352,1.99,85.47,7.74,0.08,0.0
"Burton village, Ohio",Ohio,1407,27,1316,11,3,0,627,39,10436,1.92,93.53,0.78,0.21,0.0
"Byesville village, Ohio",Ohio,2364,31,2175,16,3,0,1116,39,10716,1.31,92.01,0.68,0.13,0.0
